heat_risk,flood_risk,storm_risk,elevation,temperature_trend,green_cover_ratio,climate_score
48.090508913552185,30.936454698872478,47.899690871269456,324.128477038911,1.8286430174737494,25.550245015668416,80.34130725205304
91.30357298074371,29.758303925759986,65.40742469749898,86.19318105258311,1.7494792105915067,23.31016529272718,54.28030693030713
74.89954563585539,82.50036644168293,62.01206973426193,436.19728167740743,0.32981007679205837,14.688465187657304,70.94054529518453
64.89938631477774,29.963695987960488,16.54249285203303,306.55811953462074,2.31417377177392,38.399666855581835,77.13787428594848
31.70139803318274,31.75597809029048,16.19371023061054,78.60194177847713,1.464333285176367,31.214328827974587,84.26466767448301
31.699589025215197,70.7518609934371,25.1130775808685,481.16902874060344,0.9729412507256421,52.6135545778202,93.07153361839433
24.35627091261496,45.9791873960432,32.080604475577786,259.18273166766033,1.915692600388736,6.766026926513204,85.91286378038225
84.96321093312014,72.1368445564145,35.63416860563619,36.4492259358275,0.7176771001639217,40.41273601553195,52.548332064581125
65.08362588074067,15.22929260515082,55.9772912625009,313.4164522075336,1.7644236089111691,46.96218831813586,83.00388594587263
73.10544333470341,49.005695493870746,9.251032412437656,126.59945350640511,0.19530689817339333,46.77176130535689,75.41509210190625
21.543837072185184,12.68908801466261,7.600452816954979,401.8467259386512,2.114579290262253,53.73406819025388,100.0
92.74323891214958,15.012256276428362,34.39329222079318,408.9110367830953,1.1756100328511645,45.096855855622174,85.08083409239508
82.43319806003163,82.51499626755287,57.28727691034854,489.4736779273309,1.62806299445906,56.0295533906233,67.76472375853682
35.92543330087071,21.139629689407613,19.50765072173619,250.93476551225186,0.6309707675360408,23.29611299014903,90.48292355228725
33.63687254053255,52.593654582017365,53.11283609421888,227.47843986386857,1.7249769103802752,32.67651792133487,80.43713944365766
33.755338239007536,42.887648208056525,24.48711034552246,376.7378027232403,1.9533766621438637,5.774381480558987,81.65354576734109
42.81816822196533,37.78746610070741,71.45645816101373,66.23532817096329,1.235711648522557,5.382667301681017,63.91937744058481
59.35673237241784,81.9866676549818,72.17674581999624,273.4577568965621,1.5825446177483065,18.206964124833593,57.08725867976688
52.395876398158684,11.74587174203916,27.296540321099485,273.1238000654255,1.1951822171737565,10.544395842649688,89.70899040391456
41.84218551485314,63.10317489404713,22.249531547243038,44.73656140519361,2.245819286218829,19.311625236466448,66.97744166533876
65.88896710417846,87.07155473708403,35.847797904967344,208.9920427534568,1.2948860332343661,14.737381199061858,51.521880681148076
30.462039548903135,54.81345467694736,23.039868888511155,426.642399283601,2.1203409016691652,6.5686013661256535,85.48019386850834
41.91084864014136,84.94579696264735,55.42878824687777,428.07681099733014,2.0232449398485963,55.011728052332714,67.96245790434726
47.47713824702688,14.180630342881901,66.95485134112141,49.6188324598405,1.0852115712360557,5.4522722263890335,72.20777326935769
54.205248816277695,43.50346552593291,55.48190981834127,45.36044137391543,0.65220278045794,45.484517938539696,69.63484002086392
78.88819710447602,30.812623276964093,66.82628354370121,131.34773850096764,1.0745971181434504,13.368133780573409,67.29896303936906
34.97553366187698,68.46567719845838,34.77441216556056,437.38303127699675,2.082921701860528,55.172629209978,85.44016205904225
58.56758288102087,88.50376723977973,16.723772803164564,64.45129253674948,0.6463180859665416,54.10377667744372,64.87812529494467
64.43109266465319,30.522404995539823,60.34632105481941,359.99840131372315,1.3586472300585986,40.96456305030915,82.4371940532449
23.48378095399983,62.333968117925956,32.035587885616536,50.58280980655161,2.034632195105794,41.972878239033285,69.58590263669258
65.56586389260788,25.84781062077921,55.34531189218494,311.5689268739127,0.948345940308109,5.29365280833287,74.42767551805568
32.78930927654687,55.22642036572879,25.298295648632426,178.0336495595724,1.6413031288064739,59.167936136248116,81.11001915736571
24.878869473895964,47.114598935066894,11.09222261050045,394.4569814829335,0.6895157777171548,53.28079319666979,96.31994169467328
91.16641529399999,87.76042637052296,79.44363466158225,116.8452244126818,0.36227066888358384,54.23084241515506,51.73880249608335
92.42240248059196,58.68218181571733,16.715113094794944,319.6009146949799,2.006522140222855,41.25844953779796,63.11675813139542
80.62980110873458,37.960509766945506,79.13157454726108,117.84126728794247,0.33752469618089637,23.963281075999507,66.4228074686955
42.8460326880028,19.12766279103467,78.29599494248355,356.8301415560769,0.751315348191003,54.150675699976446,90.50955029995916
27.32540855047879,22.099746298794763,64.53635779310298,436.8390172803744,2.1522626127938564,21.033431048315578,94.36501864611633
71.31747698841177,28.025354396098805,54.456722156149816,63.40089956338002,0.9315262889888012,35.94913488382116,67.80276333726955
53.0114370304701,30.07733290722384,48.33552876883135,433.29784429775174,2.4353088388339867,10.485203478913531,81.72631302798905
29.15286761335841,78.04928462729103,69.9576159033376,296.78762720714894,2.451362403457263,55.70755965730126,69.43957712093804
57.13826825834526,54.897823062601994,26.707964121461597,63.555245433511985,0.743862449088536,12.742375177416733,67.25638373689908
22.57913908364138,51.87127290994931,40.07609093636578,213.77092767985602,0.1983477333997371,17.3693243151724,81.80878722094305
88.19903015590866,19.181509749537398,51.45424770248764,80.43014674254894,1.7921518820929099,35.697378697051825,56.95298494192405
